time,cm
6340, 27.8001
6360, 28.5548
6380, 28.4518
6400, 29.1207
6420, 28.8634
6440, 29.0178
6460, 28.7091
6480, 29.1721
6500, 29.1721
6520, 28.7091
6540, 29.5323
6560, 30.3041
6580, 30.1325
6600, 110.1030
6620, 29.7381
6640, 28.1603
6660, 27.7315
6680, 27.6801
6700, 27.2342
6720, 107.0675
6740, 131.3518
6760, 25.6735
6780, 25.6564
6800, 24.6274
6820, 23.9757
6840, 23.2554
6860, 22.0377
6880, 22.0892
6900, 21.2317
6920, 20.3570
6940, 19.4309
6960, 18.9850
6980, 17.6473
7000, 16.3782
7020, 15.9666
7040, 14.7833
7060, 14.0287
7080, 12.4509
7100, 12.6910
7120, 11.1818
7140, 10.6673
7160, 10.1528
7180, 10.2042
7200, 9.4325
7220, 9.2781
7240, 9.5354
7260, 9.1924
7280, 9.2267
7300, 9.3296
7320, 9.9127
7340, 9.7412
7360, 10.5644
7380, 11.0103
7400, 11.5419
7420, 11.6277
7440, 13.1026
7460, 13.7714
7480, 15.3492
7500, 16.5840
7520, 113.4473
7540, 98.7326
7560, 115.5053
7580, 103.7404
7600, 119.3469
7620, 21.0430
7640, 21.5233
7660, 21.9348
7680, 22.7066
7700, 23.4612
7720, 24.2329
7740, 24.5416
7760, 25.2962
7780, 25.9651
7800, 26.6339
7820, 27.1313
7840, 28.1431
7860, 29.1207
7880, 29.6352
7900, 30.0296
7920, 32.0876
7940, 30.5441
7960, 137.9375
7980, 137.9031
8000, 137.5087
8020, 31.8647
8040, 29.9782
8060, 29.9267
8080, 29.0178
8100, 28.9149
8120, 28.3489
8140, 28.1431
8160, 27.9030
8180, 27.5943
8200, 27.2856
8220, 26.9769
8240, 26.7883
8260, 26.3767
8280, 26.3596
8300, 25.8965
8320, 25.4506
8340, 24.9361
8360, 24.4387
8380, 23.9757
8400, 23.8728
8420, 23.3583
8440, 22.3979
8460, 21.8834
8480, 21.3174
8500, 20.7686
8520, 20.6143
8540, 19.5853
8560, 19.0365
8580, 18.4191
8600, 17.8017
8620, 17.1843
8640, 16.5326
8660, 15.8637
8680, 15.6579
8700, 14.5946
8720, 13.9772
8740, 13.3084
8760, 12.7081
8780, 11.6277
8800, 11.5419
8820, 10.9760
8840, 10.4615
8860, 9.5354
8880, 9.5868
8900, 9.3124
8920, 9.0895
8940, 8.8837
8960, 8.7293
8980, 8.2320
9000, 8.1634
9020, 8.1634
9040, 8.1634
9060, 8.1634
9080, 8.1634
9100, 8.6264
9120, 8.6779
9140, 8.7293
9160, 8.8322
9180, 8.5235
9200, 9.1409
9220, 9.3296
9240, 9.4325
9260, 9.7069
9280, 9.9470
9300, 10.2557
9320, 10.5129
9340, 10.8216
9360, 10.7187
9380, 11.4905
9400, 12.2965
9420, 12.6395
9440, 13.4627
9460, 13.8743
9480, 14.6975
9500, 14.6975
9520, 15.0920
9540, 15.9666
9560, 16.8413
9580, 17.2872
9600, 17.7502
9620, 18.2647
9640, 18.3162
9660, 19.2251
9680, 19.3452
9700, 19.4481
9720, 19.9969
9740, 20.5114
9760, 21.0087
9780, 21.1117
9800, 21.6776
9820, 22.2435
9840, 22.7923
9860, 23.3583
9880, 23.5126
9900, 24.4902
9920, 24.5931
9940, 25.1076
9960, 25.6049
9980, 26.0680
10000, 26.5139
10020, 26.8740
10040, 27.3371
10060, 27.3371
10080, 28.1603
10100, 28.5033
10120, 28.3489
10140, 29.0692
10160, 29.2750
10180, 29.8924
10200, 29.9953
10220, 29.1721
10240, 29.5837
10260, 29.9953
10280, 31.3159
10300, 30.4412
10320, 31.2130
10340, 28.9149
10360, 29.0178
10380, 28.2460
10400, 27.8001
10420, 27.3371
10440, 26.5139
10460, 26.0165
10480, 25.4506
10500, 24.8846
10520, 24.6788
10540, 23.6670
10560, 22.9981
10580, 22.8095
10600, 21.7290
10620, 21.4718
10640, 20.8201
10660, 20.2027
10680, 20.0483
10700, 19.0193
10720, 18.5220
10740, 18.0590
10760, 17.5959
10780, 16.7384
10800, 16.3268
10820, 15.9152
10840, 16.0181
10860, 15.2463
10880, 15.4007
10900, 14.6804
10920, 14.4403
10940, 14.2859
10960, 14.0801
10980, 13.8743
11000, 13.7200
11020, 13.9772
11040, 13.4113
11060, 13.7714
11080, 13.7200
11100, 13.2741
11120, 13.6685
11140, 13.2055
11160, 13.2226
11180, 13.2226
11200, 13.2226
11220, 13.6857
11240, 13.6685
11260, 13.2741
11280, 13.2741
11300, 13.7200
11320, 14.1830
11340, 14.2345
11360, 14.2345
11380, 14.7490
11400, 14.8004
11420, 15.3492
11440, 15.1434
11460, 16.7384
11480, 17.4930
11500, 17.4415
11520, 114.4591
11540, 114.1333
11560, 113.7731
11580, 114.8193
11600, 19.3281
11620, 20.0483
11640, 19.6882
11660, 20.2027
11680, 20.2884
11700, 20.8201
11720, 21.3689
11740, 21.8834
11760, 21.9348
11780, 22.3979
11800, 23.2554
11820, 23.2554
11840, 24.1815
11860, 24.2329
11880, 24.2844
11900, 24.8503
11920, 25.3477
11940, 25.9137
11960, 26.7711
11980, 27.1827
12000, 26.7883
12020, 27.4914
12040, 27.8001
12060, 27.6458
12080, 28.2975
12100, 29.0178
12120, 28.4518
12140, 29.2236
12160, 29.5323
12180, 29.8410
12200, 29.6695
12220, 30.3555
12240, 30.1497
12260, 30.7500
12280, 30.4927
12300, 30.6470
12320, 31.2644
12340, 30.9557
12360, 31.5217
12380, 32.0876
12400, 31.3673
12420, 31.9161
12440, 32.5335
12460, 31.8132
12480, 31.9847
12500, 32.1219
12520, 32.2420
12540, 32.7050
12560, 32.2763
12580, 31.8304
12600, 32.2248
12620, 32.5850
12640, 32.0876
12660, 31.9847
12680, 31.8304
12700, 31.6760
12720, 31.4188
12740, 31.9847
12760, 31.2130
12780, 30.8528
12800, 30.4927
12820, 30.0982
12840, 29.6866
12860, 29.2750
12880, 28.4175
12900, 28.4690
12920, 27.6458
12940, 28.1431
12960, 27.3885
12980, 27.0284
13000, 26.8055
13020, 26.8226
13040, 25.7593
13060, 25.8622
13080, 25.5535
13100, 25.2448
13120, 24.4902
13140, 24.5759
13160, 24.6960
13180, 23.9242
13200, 24.0271
13220, 23.2554
13240, 22.9467
13260, 22.6551
13280, 22.3979
13300, 22.5522
13320, 21.8834
13340, 21.6776
13360, 21.9348
13380, 21.7805
13400, 21.2317
13420, 21.5233
13440, 21.8834
13460, 123.1884
13480, 21.2831
13500, 21.8319
13520, 20.9744
13540, 20.9744
13560, 20.9573
13580, 20.9573
13600, 21.8319
13620, 21.8319
13640, 21.8319
13660, 22.7066
13680, 22.7066
13700, 23.9757
13720, 121.4048
13740, 122.1766
13760, 120.9933
13780, 120.9933
13800, 122.1938
13820, 121.4048
13840, 121.7307
13860, 120.5302
13880, 122.1423
13900, 120.0328
13920, 22.3636
13940, 21.6261
13960, 20.7000
13980, 21.0087
14000, 21.6776
14020, 107.0846
14040, 106.5015
14060, 21.4375
14080, 21.5233
14100, 21.3689
