time;truth;sensor;kalman
15860;20,8075;200;23,5615
15880;20,4679;103,466;23,2988
15900;20,4679;200;23,0231
15920;20,1283;200;22,7344
15940;19,7887;200;22,4327
15960;19,7887;200;22,118
15980;19,3736;128,1448;21,7903
16000;19,3736;200;21,4496
16020;18,9774;123,2914;21,0959
16040;18,5434;200;20,7292
16060;18,5434;99,2471;20,3495
16080;18,1094;200;19,9569
16100;18,1094;136,1024;19,5512
16120;17,7509;200;19,1326
16140;17,2981;200;18,7009
16160;17,2981;200;18,2563
16180;16,9396;200;17,7986
16200;16,9396;200;17,328
16220;16,5245;200;16,8444
16240;16,0906;200;16,3478
16260;16,0906;98,4753;15,8382
16280;15,6189;200;15,3156
16300;15,6189;200;14,7801
16320;15,2604;200;14,2315
16340;14,8642;200;13,67
16360;14,8642;200;13,0955
16380;14,5057;110,446;12,508
16400;14,5057;17,2186;17,1714
16420;14,1472;16,2239;16,5139
16440;13,7887;15,9838;16,0873
16460;13,7887;15,2635;15,5624
16480;13,3736;15,4178;15,2409
16500;13,3736;14,6975;14,7978
16520;12,883;14,406;14,3916
16540;12,4491;14,0973;14,0128
16560;12,4491;13,7886;13,6569
16580;11,9585;13,0683;13,1877
16600;11,9585;12,3651;12,6347
16620;11,4868;12,0564;12,1392
16640;11,0528;11,7992;11,7055
16660;11,0528;11,096;11,1911
16680;10,5811;10,8388;10,7403
16700;10,5811;10,5815;10,3407
16720;10,166;10,3757;9,9963
16740;9,7509;10,5815;9,807
16760;9,7509;9,9641;9,5278
16780;9,4302;9,8098;9,2943
16800;9,4302;9,3296;9,0144
16820;9,1472;9,5182;8,8665
16840;8,8642;9,0037;8,6501
16860;8,8642;9,2953;8,5795
16880;8,6566;9,1581;8,523
16900;8,6566;9,0209;8,4761
16920;8,3925;8,4549;8,3253
16940;8,1283;8,2491;8,1741
16960;8,1283;8,0948;8,0342
16980;7,8075;7,9404;7,9022
17000;7,8075;7,7346;7,7623
17020;7,5434;7,5803;7,6271
17040;7,2792;7,3916;7,4859
17060;7,2792;7,2373;7,347
17080;7,0151;6,5685;7,0777
17100;7,0151;6,4141;6,827
17120;6,7132;6,2083;6,5794
17140;6,4113;6,5685;6,4785
17160;6,4113;6,4141;6,3728
17180;6,2038;5,7967;6,1444
17200;6,2038;6,2083;6,0706
17220;6,034;5,6595;5,8866
17240;5,883;6,0539;5,8454
17260;5,883;6,0539;5,827
17280;5,8642;6,0197;5,8182
17300;5,8642;6,0197;5,8249
17320;5,8264;5,951;5,8262
17340;5,8264;5,951;5,8386
17360;5,8264;5,951;5,8591
17380;5,8264;5,951;5,8853
17400;5,8264;5,951;5,915
17420;5,7887;5,951;5,9463
17440;5,8075;5,9682;5,9821
17460;5,8075;5,951;6,0119
17480;5,8075;5,9168;6,0311
17500;5,8075;5,9168;6,0488
17520;5,8264;5,9168;6,0643
17540;5,8075;5,9168;6,0774
17560;5,8075;5,9168;6,0877
17580;5,7887;5,8996;6,0908
17600;5,7887;5,951;6,1046
17620;5,8642;6,0539;6,1403
17640;5,9585;5,7109;6,082
17660;5,9585;6,2597;6,1674
17680;6,1283;6,4141;6,2773
17700;6,1283;6,6199;6,4204
17720;6,3736;6,8257;6,5912
17740;6,6755;7,083;6,7974
17760;6,6755;6,8772;6,9159
17780;7,1094;7,5803;7,1865
17800;7,1094;7,889;7,4876
17820;7,5057;8,2491;7,826
17840;8,0717;8,6093;8,194
17860;8,0717;8,5578;8,4812
17880;8,7698;8,9694;8,8131
17900;8,7698;9,6726;9,2551
17920;9,3925;10,067;9,7119
17940;10,0906;10,4786;10,1828
17960;10,0906;10,4786;10,5593
17980;10,7509;11,3876;11,0808
18000;10,7509;11,7992;11,5998
18020;11,5245;12,2108;12,1137
18040;12,2226;12,5709;12,6075
18060;12,2226;12,9311;13,0814
18080;12,8264;13,7371;13,6484
18100;12,8264;13,6857;14,0776
18120;13,4491;14,4403;14,589
18140;14,034;14,3374;14,9537
18160;14,034;15,1091;15,4112
18180;14,5245;15,0062;15,7278
18200;14,5245;15,2635;16,0132
18220;15,0151;15,5207;16,2722
18240;15,4302;16,1724;16,609
18260;15,4302;16,2754;16,8754
18280;15,6943;16,3268;17,0689
18300;15,6943;16,7898;17,3047
18320;15,7321;17,2529;17,5787
18340;15,7132;16,8413;17,6666
18360;15,7132;16,8413;17,6993
18380;15,7887;16,8413;17,6873
18400;15,7887;16,8413;17,64
18420;15,7509;16,8413;17,5659
18440;15,7321;16,8413;17,4724
18460;15,7321;16,8413;17,366
18480;15,7321;16,8413;17,2524
18500;15,7321;16,3782;17,0195
18520;15,7509;16,3268;16,7914
18540;15,7321;16,2754;16,5719
18560;15,7321;16,584;16,4546
18580;15,6189;15,9666;16,1958
18600;15,6189;15,8294;15,9389
18620;15,3358;15,6236;15,6701
18640;15,0151;15,0577;15,3036
18660;15,0151;15,3664;15,077
18680;14,8453;15,2635;14,8708
18700;14,8453;15,1606;14,6846
18720;14,6566;15,0577;14,5175
18740;14,5245;14,4917;14,2517
18760;14,5245;14,749;14,1096
18780;14,317;14,0973;13,8467
18800;14,317;13,84;13,5798
18820;13,9962;13,4799;13,285
18840;13,4302;13,0854;12,9589
18860;13,4302;12,6738;12,6031
18880;12,7509;12,2622;12,2231
18900;12,7509;11,9192;11,8415
18920;12,1094;11,4905;11,4386
18940;11,5245;11,1475;11,0405
18960;11,5245;10,3243;10,5273
18980;10,9019;9,9813;10,0375
19000;10,9019;9,6211;9,566
19020;10,2415;9,8269;9,2549
19040;9,8075;9,261;8,8889
19060;9,8075;9,3639;8,6445
19080;9,5057;9,1752;8,4316
19100;9,5057;8,8494;8,2105
19120;9,034;8,0948;7,8731
19140;8,5245;8,2491;7,664
19160;8,5245;8,0433;7,4742
19180;8,0528;7,8375;7,2998
19200;8,0528;7,6318;7,1374
19220;7,7509;7,3916;6,9749
19240;7,3925;7,1344;6,8065
19260;7,3925;6,8772;6,6314
19280;6,9962;6,6199;6,4491
19300;6,9962;6,4141;6,272
19320;6,5811;6,2597;6,1114
19340;6,2226;5,6595;5,8511
19360;6,2226;6,0197;5,746
19380;6,0528;5,9168;5,6574
19400;6,0528;5,7967;5,5769
19420;5,883;5,1964;5,3806
19440;5,6755;5,5394;5,3208
19460;5,6755;4,9906;5,153
19480;5,5057;4,9392;5,016
19500;5,5057;4,8878;4,9048
19520;5,3925;4,8363;4,815
19540;5,317;4,7849;4,7426
19560;5,317;5,1964;4,8008
19580;5,1849;5,0935;4,8404
19600;5,1849;5,0421;4,8749
19620;5,1094;4,5276;4,786
19640;4,9962;4,4933;4,7104
19660;4,9962;4,9563;4,7709
19680;4,9585;4,8878;4,8139
19700;4,9585;4,3904;4,7319
19720;4,9208;4,8363;4,7788
19740;4,8642;4,7849;4,8108
19760;4,8642;4,802;4,846
19780;4,8264;4,7505;4,8655
19800;4,8264;4,7334;4,8792
19820;4,7887;4,7849;4,9043
19840;4,8264;4,8363;4,9386
19860;4,8264;4,4247;4,8633
19880;4,9208;4,4933;4,8141
19900;4,9208;4,5276;4,7791
19920;5,0151;4,5791;4,7608
19940;5,1094;5,145;4,8867
19960;5,1094;4,8363;4,9161
19980;5,2792;5,4537;5,0948
20000;5,2792;5,6595;5,2976
20020;5,5623;5,8481;5,5153
20040;5,9019;5,6423;5,6445
20060;5,9019;6,4141;5,9422
20080;6,3547;6,7228;6,2671
20100;6,3547;6,5685;6,4963
20120;6,9208;6,8772;6,7573
20140;7,4113;7,2373;7,057
20160;7,4113;8,0433;7,5007
20180;8,0151;7,9919;7,8502
20200;8,0151;8,8151;8,3359
20220;8,6377;9,2267;8,8329
20240;9,2792;9,4668;9,2932
20260;9,2792;9,7583;9,7316
20280;9,8642;10,1356;10,1702
20300;9,8642;10,4786;10,5981
20320;10,3358;10,7873;11,0059
20340;10,9019;11,096;11,3947
20360;10,9019;11,7992;11,8652
20380;11,3736;12,0564;12,2923
20400;11,3736;12,3137;12,6803
20420;11,8264;12,5195;13,0206
20440;12,1283;12,2622;13,2023
20460;12,1283;12,4166;13,3513
20480;12,4113;12,9654;13,573
20500;12,4113;12,6738;13,647
20520;12,5811;13,1712;13,7941
20540;12,7321;12,811;13,7903
20560;12,7321;12,8796;13,7666
20580;12,8264;13,3255;13,8241
20600;12,8264;12,9311;13,7427
20620;12,8453;13,3941;13,7605
20640;12,9396;13,377;13,7462
20660;12,9396;13,377;13,7111
20680;12,883;13,377;13,6607
20700;12,883;12,9139;13,4832
20720;12,9019;12,8796;13,3072
20740;12,8453;13,2741;13,2443
20760;12,8453;13,2226;13,1697
20780;12,7698;12,7081;12,9706
20800;12,7698;12,6738;12,7876
20820;12,6566;13,034;12,721
20840;12,5434;12,5195;12,5369
20860;12,5434;12,468;12,37
20880;12,4491;12,3651;12,2072
20900;12,4491;12,7081;12,1625
20920;12,2792;12,1593;11,9963
20940;12,1094;12,468;11,9425
20960;12,1094;11,8506;11,7534
20980;11,8642;11,6448;11,552
21000;11,8642;11,4047;11,3329
21020;11,4868;11,1475;11,0956
21040;11,0151;10,7873;10,8183
21060;11,0151;10,4786;10,521
21080;10,4868;10,1185;10,1952
21100;10,4868;9,7755;9,8511
21120;9,9396;9,3639;9,4758
21140;9,2792;9,0209;9,0929
21160;9,2792;8,1462;8,5715
21180;8,5434;7,6832;8,0367
21200;8,5434;7,2716;7,5064
21220;7,8264;6,8257;6,9744
21240;7,1472;6,9286;6,5822
21260;7,1472;6,0539;6,0664
21280;6,4302;6,2083;5,705
21300;6,4302;5,4022;5,2363
21320;5,9208;5,608;4,9311
21340;5,5245;5,4022;4,6642
21360;5,5245;5,1964;4,4301
21380;5,1849;5,0421;4,2365
21400;5,1849;4,4933;3,9772
21420;4,9962;4,9392;3,9108
21440;4,9019;4,9392;3,897
21460;4,9019;4,4762;3,809
21480;4,9396;4,4933;3,7752
21500;4,9396;4,9906;3,9066
21520;4,9396;4,5447;3,9396
21540;4,9774;5,0421;4,1216
21560;4,9774;5,0935;4,316
21580;5,0151;5,145;4,5168
21600;5,0151;5,1964;4,7188
21620;5,1094;4,7849;4,8009
21640;5,1849;4,8534;4,8969
21660;5,1849;5,4022;5,1234
21680;5,2604;4,9906;5,2173
21700;5,2604;5,5566;5,4403
21720;5,3736;5,608;5,6423
21740;5,4868;5,1964;5,7065
21760;5,4868;5,2479;5,7664
21780;5,5057;5,7452;5,9337
21800;5,5057;5,7967;6,0801
21820;5,6;5,8653;6,2111
21840;5,6943;5,4022;6,1934
21860;5,6943;5,9168;6,2931
21880;5,7132;5,951;6,3733
21900;5,7132;5,608;6,3409
21920;5,883;5,7109;6,3239
21940;5,9962;5,7624;6,308
21960;5,9962;6,3112;6,4193
21980;6,0906;6,3626;6,5155
22000;6,0906;6,4656;6,6113
22020;6,166;6,0711;6,5813
22040;6,2981;6,1054;6,5511
22060;6,2981;6,174;6,5305
22080;6,4302;6,2083;6,5107
22100;6,4302;6,2597;6,4969
22120;6,4868;6,3112;6,4891
22140;6,6;6,3626;6,4876
22160;6,6;6,8257;6,5961
22180;6,6377;6,8772;6,6962
22200;6,6377;6,4141;6,6589
22220;6,6943;6,4141;6,6201
22240;6,7321;6,9286;6,7106
22260;6,7321;6,4656;6,667
