time;truth;sensor;kalman
5040;12,6432;12,5195;12,7816
5060;13,0512;12,8796;13,1595
5080;13,46;13,7028;13,6514
5100;13,8011;13,5828;14,0026
5120;14,2796;13,9429;14,3518
5140;14,622;14,3031;14,6989
5160;15,0335;14,6118;15,0308
5180;15,4458;14,9719;15,3624
5200;15,8588;15,7265;15,7933
5220;16,3252;15,6236;16,0933
5240;16,7107;16,3954;16,5006
5260;17,0314;16,7555;16,897
5280;17,3516;16,6526;17,1667
5300;17,7353;17,4072;17,5434
5320;18,1182;17,3043;17,7969
5340;18,5006;17,6645;18,0612
5360;18,9457;17,956;18,3185
5380;19,2631;18,3162;18,5882
5400;19,6434;19,0879;18,9733
5420;19,9598;18,985;19,2382
5440;20,3389;19,3452;19,5163
5460;20,7173;19,6539;19,7938
5480;21,095;19,9969;20,0801
5500;21,472;20,3227;20,3705
5520;21,7858;20,6143;20,6565
5540;22,099;20,923;20,9435
5560;22,4118;21,1802;21,2191
5580;22,6617;21,4375;21,4853
5600;22,849;21,6776;21,7398
5620;23,036;21,8319;21,9632
5640;23,1607;22,4493;22,2774
5660;23,223;22,1406;22,437
5680;23,3475;22,6551;22,6714
5700;23,3475;22,6894;22,8504
5720;23,4097;22,295;22,8743
5740;23,3475;22,295;22,8655
5760;23,2852;22,7066;22,9348
5780;23,223;22,2435;22,8533
5800;23,223;22,6551;22,8647
5820;23,1607;22,1921;22,7384
5840;23,0984;22,1406;22,5997
5860;23,036;22,5008;22,5573
5880;22,9113;22,3979;22,4843
5900;22,7242;21,8319;22,2702
5920;22,5993;22,1406;22,1577
5940;22,3493;21,5404;21,9068
5960;22,1616;21,7805;21,7509
5980;21,9111;21,5747;21,5678
6000;21,6603;20,923;21,2509
6020;21,3464;21,1288;21,0378
6040;21,0321;20,8715;20,8003
6060;20,7803;20,1512;20,4274
6080;20,4651;19,8597;20,0484
6100;20,0862;19,9969;19,7755
6120;19,7067;19,2423;19,3721
6140;19,2631;18,8822;18,9579
6160;18,8822;18,985;18,654
6180;18,5006;18,6249;18,3312
6200;18,0545;18,2819;17,9978
6220;17,6714;17,5101;17,549
6240;17,2876;17,15;17,1061
6260;16,9031;17,2014;16,7745
6280;16,4537;16,3782;16,3201
6300;16,0655;16,0352;15,8823
6320;15,721;16,1381;15,5729
6340;15,3083;15,778;15,2589
6360;14,8963;15,435;14,9455
6380;14,485;14,6632;14,5247
6400;14,0744;14,7147;14,2191
6420;13,5964;13,8915;13,7931
6440;13,2555;13,9944;13,4968
6460;12,8471;13,6514;13,2005
6480;12,4395;13,2741;12,895
6500;12,0326;12,9311;12,5898
6520;11,6263;12,1593;12,1763
6540;11,2208;11,7992;11,7729
6560;10,9509;11,5591;11,4089
6580;10,6139;11,2504;11,0619
6600;10,2774;10,9417;10,7294
6620;9,9414;10,6501;10,4135
6640;9,6059;10,3929;10,1201
6660;9,2709;10,4958;9,9364
6680;8,9364;10,2385;9,7555
6700;8,6023;9,4668;9,4455
6720;8,2688;9,2781;9,1698
6740;7,9357;8,9694;8,8929
6760;7,6696;8,6607;8,6141
6780;7,3374;8,4035;8,3459
6800;7,072;8,1462;8,0863
6820;6,8069;8,4035;7,9629
6840;6,6083;7,6832;7,7097
6860;6,3437;7,4774;7,4724
6880;6,2115;7,3231;7,2613
6900;6,0795;7,1858;7,0761
6920;5,9474;7,0315;6,908
6940;5,8155;6,9286;6,7664
6960;5,7496;6,8257;6,6466
6980;5,6177;6,7228;6,544
7000;5,5519;6,6199;6,4548
7020;5,486;6,5685;6,3885
7040;5,4201;6,517;6,3404
7060;5,486;6,517;6,3192
7080;5,486;6,517;6,3193
7100;5,5519;6,5685;6,349
7120;5,5519;6,1226;6,2767
7140;5,5519;6,1054;6,2225
7160;5,6177;6,5856;6,3085
7180;5,6177;6,5685;6,3884
7200;5,6177;6,5685;6,4652
7220;5,6836;6,6199;6,5502
7240;5,8155;6,6714;6,6403
7260;6,0134;6,7743;6,7459
7280;6,2776;6,9286;6,8761
7300;6,5421;7,1344;7,0386
7320;6,8731;7,3916;7,2401
7340;7,2047;7,6489;7,473
7360;7,4702;7,9576;7,7438
7380;7,8026;8,1977;8,0275
7400;8,2021;8,5578;8,3501
7420;8,6023;8,8665;8,6905
7440;9,0701;9,2267;9,0568
7460;9,5389;9,4668;9,4122
7480;10,0086;9,8269;9,7859
7500;10,412;10,1871;10,173
7520;10,816;10,5815;10,5777
7540;11,2884;11,4047;11,1034
7560;11,8294;11,8163;11,6271
7580;12,2359;12,2108;12,1415
7600;12,7792;12,2108;12,5455
7620;13,3237;12,6224;12,9555
7640;13,8011;13,4799;13,4817
7660;14,2796;13,4284;13,8771
7680;14,6905;13,7886;14,2618
7700;15,0335;14,1487;14,6361
7720;15,377;14,9205;15,1048
7740;15,721;15,212;15,5332
7760;15,9966;15,0577;15,8132
7780;16,2609;15,778;16,1856
7800;16,5822;15,6236;16,4177
7820;16,9031;15,9323;16,6459
7840;17,2236;16,1896;16,8591
7860;17,6075;16,4983;17,0739
7880;17,9268;16,7898;17,2874
7900;18,2458;17,5101;17,6094
7920;18,5006;17,3558;17,8057
7940;18,8186;17,6131;17,9984
7960;19,0092;17,8188;18,1765
7980;19,1362;18,0247;18,3439
8000;19,2631;18,5734;18,5901
8020;19,3266;18,6763;18,7936
8040;19,3266;18,3162;18,8444
8060;19,2631;18,7964;18,9771
8080;19,1997;18,3162;18,9407
8100;19,1362;18,7278;18,9852
8120;19,1362;18,2647;18,8821
8140;19,0727;18,6763;18,8748
8160;19,0727;18,2304;18,7372
8180;18,9457;18,179;18,5893
8200;18,8186;18,0761;18,4231
8220;18,6278;17,9732;18,2445
8240;18,4369;17,8188;18,0456
8260;18,182;17,6131;17,8196
8280;17,9268;17,8188;17,6772
8300;17,5435;17,5616;17,4932
8320;17,1595;17,2529;17,2627
8340;16,7748;16,4811;16,878
8360;16,3252;16,1381;16,4712
8380;15,9277;15,778;16,0451
8400;15,4458;15,8809;15,7229
8420;15,1022;15,5207;15,377
8440;14,7591;15,212;15,0262
8460;14,5535;14,9719;14,6911
8480;14,3481;14,3545;14,2767
8500;14,3481;14,2516;13,9256
8520;14,4165;14,2002;13,6447
8540;14,485;14,6632;13,5554
8560;14,622;14,7147;13,528
8580;14,7591;14,7661;13,5529
8600;14,8277;14,8176;13,6211
8620;14,8963;14,8519;13,7199
8640;14,8277;14,4574;13,7341
8660;14,7591;14,8519;13,8716
8680;14,6905;14,406;13,901
8700;14,6905;14,8176;14,0505
8720;14,7591;14,8176;14,1971
8740;14,8277;14,8176;14,3381
8760;14,9649;14,406;14,3675
8780;15,0335;14,4574;14,4147
8800;15,1709;14,9548;14,5878
8820;15,377;15,1263;14,7855
8840;15,721;15,3149;15,0058
8860;16,1322;15,1606;15,1562
8880;16,6465;15,9838;15,4901
8900;17,2236;16,3954;15,876
8920;17,7353;16,4468;16,2123
8940;18,3095;16,9099;16,6058
8960;18,8822;17,8188;17,1578
8980;19,2631;18,2819;17,7303
9000;19,5801;18,2304;18,1859
9020;19,8333;18,522;18,6229
9040;19,9598;19,1908;19,1356
9060;20,023;18,9336;19,4772
9080;20,023;19,0365;19,7591
9100;20,023;19,0879;19,975
9120;20,023;19,551;20,2373
9140;19,9598;19,551;20,4228
9160;19,9598;19,551;20,542
9180;19,8966;19,0879;20,488
9200;19,8966;19,0879;20,4031
9220;19,8966;19,4995;20,3984
9240;19,9598;19,0879;20,2584
9260;19,9598;19,0879;20,1083
9280;20,023;19,5338;20,0657
9300;20,023;19,1394;19,9074
9320;20,023;19,1394;19,7516
9340;20,023;19,6024;19,7184
9360;20,023;19,5853;19,6729
9380;19,9598;19,6024;19,6277
9400;19,9598;19,1394;19,4637
9420;19,8966;19,551;19,4201
9440;19,8333;19,0879;19,2622
9460;19,7067;19,4995;19,2283
9480;19,6434;19,4481;19,1868
9500;19,5167;18,9336;19,0231
9520;19,3266;19,2423;18,9631
9540;19,0727;19,0879;18,8775
9560;18,755;18,8822;18,7581
9580;18,4369;18,2304;18,498
9600;18,0545;18,3848;18,3217
9620;17,7353;18,059;18,0986
9640;17,3516;17,7674;17,8456
9660;17,0314;17,4587;17,5641
9680;16,7107;17,15;17,2603
9700;16,4537;16,4297;16,8355
9720;16,1965;16,6526;16,5464
9740;15,9277;15,9323;16,1395
9760;15,6522;16,1381;15,8663
9780;15,3083;15,4693;15,4902
9800;14,9649;15,6236;15,2343
9820;14,622;15,3321;14,9713
9840;14,2112;14,6118;14,595
9860;13,8011;14,7147;14,3293
9880;13,3918;14,406;14,0566
9900;12,9832;14,063;13,7697
9920;12,5753;13,6857;13,4623
9940;12,1681;12,9311;13,0426
9960;11,7617;12,5709;12,6262
9980;11,4235;12,2279;12,2184
10000;11,0183;12,3137;11,9276
10020;10,6813;11,6105;11,5396
10040;10,412;11,3018;11,1674
10060;10,143;11,4562;10,9265
10080;9,8743;10,7359;10,5784
10100;9,6059;10,4786;10,2543
10120;9,2709;10,2385;9,9555
10140;9,0032;9,9813;9,674
10160;8,6691;10,1356;9,5109
10180;8,3355;9,8784;9,3454
10200;8,0689;9,261;9,0855
10220;7,7361;8,9694;8,8251
10240;7,4702;8,7122;8,5721
10260;7,2047;8,4549;8,325
10280;6,9394;8,1977;8,0822
10300;6,7407;8,0433;7,8685
10320;6,6083;7,8375;7,666
10340;6,476;7,7003;7,4895
10360;6,2776;7,546;7,3302
10380;6,1455;7,3916;7,1844
10400;6,0134;7,2887;7,062
10420;5,8815;7,1344;6,9453
10440;5,8155;7,0315;6,8452
10460;5,7496;6,9286;6,7577
10480;5,6836;6,8772;6,6926
10500;5,6177;6,7743;6,6323
10520;5,5519;6,7228;6,5874
10540;5,6177;6,7228;6,567
10560;5,6177;6,7399;6,5706
10580;5,6836;6,7228;6,5842
10600;5,6836;6,7228;6,6091
10620;5,7496;6,7914;6,659
10640;5,7496;6,7743;6,7071
10660;5,6836;6,7743;6,756
10680;5,6836;6,7743;6,8038
10700;5,6836;6,7743;6,8491
10720;5,6836;6,7743;6,8907
10740;5,6836;6,7743;6,9277
10760;5,6836;6,7743;6,9596
10780;5,6836;6,7743;6,9861
10800;5,6177;6,7743;7,007
10820;5,6177;6,7228;7,0094
10840;5,6177;6,7228;7,0083
10860;5,6177;6,7228;7,0038
10880;5,5519;6,7228;6,9963
10900;5,5519;6,7228;6,986
10920;5,486;6,6714;6,9603
10940;5,486;6,6714;6,9344
10960;5,486;6,6714;6,9086
10980;5,5519;6,6885;6,8874
11000;5,6177;6,6714;6,8619
11020;5,7496;6,6714;6,8373
11040;5,8815;6,7228;6,8267
11060;6,0795;6,8257;6,8414
11080;6,4098;6,9801;6,8913
11100;6,8069;7,2373;6,9971
11120;7,271;7,546;7,1639
11140;7,8692;7,9404;7,4037
11160;8,4689;8,4035;7,7225
11180;9,204;8,918;8,1202
11200;9,8743;9,3639;8,5657
11220;10,5466;9,9298;9,0795
11240;11,2208;10,9588;9,7651
11260;11,9648;11,096;10,3697
11280;12,6432;12,125;11,124
11300;13,3237;12,2622;11,7777
11320;13,9378;12,8282;12,4474
11340;14,485;13,7886;13,2258
11360;15,0335;13,8915;13,8773
11380;15,5834;14,8176;14,6221
11400;16,1322;15,3149;15,3355
11420;16,6465;15,778;16,009
11440;17,0955;16,241;16,6448
11460;17,5435;16,1896;17,1154
11480;17,9268;16,584;17,554
11500;18,2458;17,3558;18,0598
11520;18,5006;17,6645;18,5066
11540;18,6915;17,9217;18,889
11560;18,8822;17,7159;19,0997
11580;19,0092;18,3333;19,3712
11600;19,0727;18,0075;19,4597
11620;19,1362;18,1275;19,5053
11640;19,2631;18,2304;19,5136
11660;19,39;18,3162;19,4895
11680;19,5167;18,8822;19,563
11700;19,6434;18,985;19,6083
11720;19,7067;19,0879;19,6329
11740;19,77;18,7278;19,5266
11760;19,8333;19,2423;19,5319
11780;19,77;18,8307;19,4042
11800;19,7067;18,8307;19,2694
11820;19,6434;19,2423;19,2367
11840;19,5801;18,7792;19,0753
11860;19,4534;18,7278;18,9102
11880;19,3266;18,6935;18,7502
11900;19,1997;18,5734;18,5765
11920;19,0727;18,4877;18,4032
11940;18,9457;18,8307;18,3416
11960;18,8186;18,7278;18,2667
11980;18,6915;18,642;18,1863
12000;18,5006;18,0761;17,9818
12020;18,3095;18,3676;17,8882
12040;18,0545;17,7674;17,6676
12060;17,7353;17,5616;17,4383
12080;17,3516;17,7159;17,2944
12100;16,9673;16,9956;17,0055
12120;16,518;16,6355;16,6838
12140;16,0655;16,2925;16,3404
12160;15,5146;15,8809;15,9633
12180;15,1022;15,4693;15,5596
12200;14,5535;15,0748;15,1397
12220;14,0744;14,6632;14,7043
12240;13,5964;14,2516;14,2579
12260;13,0512;14,2516;13,9083
12280;12,5074;13,377;13,4238
12300;12,0326;12,9311;12,9326
12320;11,4235;12,468;12,4337
12340;10,816;11,9707;11,9217
12360;10,143;11,4562;11,3963
12380;9,6059;11,3533;10,9652
12400;9,0032;10,4443;10,4138
12420;8,4689;9,9298;9,8596
12440;7,9357;9,4325;9,3091
12460;7,4038;9,381;8,8761
12480;6,9394;9,0723;8,4808
12500;6,5421;8,6607;8,0923
12520;6,1455;7,7518;7,5844
12540;5,8155;7,3916;7,1117
12560;5,4201;7,0315;6,6701
12580;5,157;6,7228;6,2685
12600;4,8284;6,4313;5,9058
12620;4,5003;6,1568;5,5802
12640;4,3037;5,8653;5,2814
12660;4,1073;5,6595;5,0262
12680;3,9764;5,4537;4,8069
12700;3,8456;5,3508;4,6427
12720;3,8456;5,1964;4,5106
12740;3,8456;5,145;4,4297
12760;3,8456;5,0935;4,3898
12780;3,9764;5,0935;4,3951
12800;4,0418;5,145;4,4489
12820;4,1073;5,1964;4,5407
12840;4,1727;5,2479;4,6612
12860;4,1727;4,7849;4,6726
12880;4,1727;4,8534;4,72
12900;4,3037;4,9049;4,7911
12920;4,4348;4,9563;4,8795
12940;4,6315;5,5051;5,1053
12960;4,8284;5,6595;5,3467
12980;5,0912;5,8653;5,6105
13000;5,3543;6,0539;5,8854
13020;5,8155;6,3112;6,1833
13040;6,2115;6,6199;6,5103
13060;6,6745;6,9801;6,8717
13080;7,2047;7,3402;7,259
13100;7,6031;7,7518;7,6779
13120;8,0689;8,1462;8,1161
13140;8,4689;8,5064;8,5586
13160;8,9364;8,918;9,0143
13180;9,2709;9,6726;9,5644
13200;9,673;9,5697;9,9766
13220;10,2102;10,3929;10,4997
13240;10,6813;10,7873;11,0081
13260;11,1533;10,7359;11,3884
13280;11,694;11,1989;11,7857
13300;12,1681;11,6105;12,1835
13320;12,6432;12,0221;12,5807
13340;13,1193;12,4166;12,972
13360;13,5282;12,7767;13,349
13380;13,8694;13,1369;13,7132
13400;14,2796;13,4799;14,0618
13420;14,622;13,8057;14,3926
13440;14,8963;14,0973;14,6998
13460;15,2396;14,8176;15,0953
13480;15,5834;14,6632;15,347
13500;15,8588;15,3664;15,6912
13520;16,1965;15,212;15,9002
13540;16,5822;15,5207;16,1102
13560;16,9673;15,8294;16,3228
13580;17,3516;16,1381;16,5396
13600;17,7353;16,4468;16,7615
13620;18,0545;16,7555;16,9896
13640;18,3732;17,0471;17,2202
13660;18,6278;17,7674;17,5624
13680;18,8822;18,0247;17,8852
13700;19,0092;17,8188;18,0748
13720;19,1997;18,4191;18,3535
13740;19,3266;18,179;18,4983
13760;19,4534;18,3162;18,6237
13780;19,5801;18,4877;18,743
13800;19,77;18,6249;18,8501
13820;19,8966;19,1908;19,0567
13840;20,023;18,8822;19,1302
13860;20,0862;19,4481;19,3105
13880;20,2126;19,5338;19,4637
13900;20,2757;19,1908;19,4861
13920;20,2126;19,2423;19,4967
13940;20,2126;19,6882;19,5986
13960;20,1494;19,2423;19,5563
13980;20,0862;19,6367;19,603
14000;20,023;19,1908;19,5167
14020;20,023;19,6024;19,5336
14040;20,0862;19,1394;19,4212
14060;20,1494;19,1394;19,3159
14080;20,2126;19,6024;19,3357
14100;20,2757;19,1908;19,245
14120;20,3389;19,2423;19,1769
14140;20,402;19,2937;19,1301
14160;20,5281;19,3966;19,1161
14180;20,7803;19,9454;19,244
14200;21,095;19,7053;19,2957
14220;21,472;20,4085;19,519
14240;21,8484;20,2541;19,6739
14260;22,2242;21,0259;20,0016
14280;22,4743;20,8715;20,2434
14300;22,6617;21,5747;20,625
14320;22,7866;21,386;20,9001
14340;22,9113;21,9863;21,2793
14360;22,9737;22,0892;21,6208
14380;22,9737;21,729;21,81
14400;23,036;21,7805;21,9696
14420;23,0984;21,8319;22,1027
14440;23,0984;21,8319;22,1995
14460;23,0984;21,8834;22,2777
14480;23,1607;22,3464;22,4438
14500;23,1607;21,9348;22,4652
14520;23,1607;21,9348;22,4656
14540;23,1607;22,3979;22,5657
14560;23,1607;22,3979;22,6358
14580;23,0984;21,9348;22,5636
14600;22,9737;21,8834;22,4735
14620;22,7866;21,8491;22,374
14640;22,4743;21,6776;22,2338
14660;22,099;21,4718;22,0519
14680;21,5976;21,6261;21,9273
14700;21,0321;21,2831;21,7292
14720;20,4651;20,4085;21,3357
14740;19,9598;20,357;20,9843
14760;19,39;19,9111;20,5738
14780;18,755;19,3966;20,0988
14800;18,2458;18,8822;19,5723
14820;17,6714;18,3676;19,0059
14840;17,1595;17,4587;18,3103
14860;16,6465;17,4072;17,7246
14880;16,0655;16,5497;17,0357
14900;15,5834;16,0352;16,349
14920;15,0335;15,9838;15,7859
14940;14,4165;15,5207;15,23
14960;13,8694;14,6118;14,571
14980;13,2555;14,0973;13,9259
15000;12,6432;14,0458;13,4127
15020;12,0326;13,0854;12,7872
15040;11,4235;12,5709;12,1789
15060;10,8835;12,0736;11,5923
15080;10,412;11,5934;11,0306
15100;10,0086;11,6105;10,6173
15120;9,6059;10,753;10,1122
15140;9,204;10,3929;9,6532
15160;8,7359;9,9813;9,2212
15180;8,3355;9,6211;8,8249
15200;7,9357;9,3296;8,4762
15220;7,6696;9,0552;8,1716
15240;7,4038;8,7636;7,8991
15260;7,2047;8,5064;7,6608
15280;7,072;8,2491;7,4497
15300;7,0057;8,6093;7,4152
15320;7,0057;8,0433;7,2962
15340;7,0057;7,9404;7,217
15360;7,1383;7,9404;7,1947
15380;7,2047;8,4549;7,3474
15400;7,271;8,009;7,4044
15420;7,271;8,0433;7,4949
15440;7,271;8,0948;7,6143
15460;7,271;8,0948;7,7411
15480;7,2047;8,1119;7,8743
15500;7,2047;8,0605;7,9915
15520;7,2047;8,0433;8,0996
15540;7,2047;8,0433;8,2007
15560;7,1383;8,0605;8,2969
15580;7,1383;8,0433;8,3773
15600;7,1383;7,9919;8,4331
15620;7,072;7,9919;8,4783
15640;7,1383;8,009;8,5172
15660;7,1383;7,9919;8,5405
15680;7,1383;7,9919;8,5536
15700;7,1383;7,9919;8,5572
15720;7,2047;7,9919;8,5519
15740;7,2047;8,0433;8,5518
15760;7,271;8,0433;8,543
15780;7,3374;8,0433;8,5267
15800;7,3374;8,0433;8,504
15820;7,4038;8,0948;8,4892
